concurso,data,bola1,bola2,bola3,bola4,bola5,bola6,bola7,bola8,bola9,bola10,bola11,bola12,bola13,bola14,bola15,ganhadores_15_num,ganhadores_14_num,ganhadores_13_num,ganhadores_12_num,ganhadores_11_num,valor_rateio_15_num,valor_rateio_14_num,valor_rateio_13_num,valor_rateio_12_num,valor_rateio_11_num
882,20/03/2013,10,02,12,19,07,17,22,25,14,13,18,24,11,08,01,4,1528,30723,283011,1349117,284119.18,326.93,12.50,5.00,2.50
883,22/03/2013,22,21,06,12,08,18,03,17,25,19,10,05,07,16,09,2,337,13011,197609,1174217,894105.58,1632.70,12.50,5.00,2.50
884,25/03/2013,17,10,12,21,25,19,09,08,13,04,15,07,18,20,01,1,461,17526,227344,1270539,1499202.51,1429.47,12.50,5.00,2.50
885,27/03/2013,07,19,23,17,08,16,02,18,09,11,22,24,12,05,15,2,558,20230,235542,1212096,693752.81,1092.99,12.50,5.00,2.50
886,30/03/2013,15,21,12,13,01,08,23,16,20,04,03,10,11,17,07,1,563,16939,182281,940142,973721.37,760.22,12.50,5.00,2.50
887,01/04/2013,15,10,08,06,01,21,25,19,11,12,24,18,17,23,20,0,298,12875,179140,1041375,0.00,1326.42,12.50,5.00,2.50
888,03/04/2013,13,20,12,22,06,11,01,18,17,19,14,24,16,03,21,2,393,15434,261790,1404803,1815769.98,1837.47,12.50,5.00,2.50
889,05/04/2013,05,07,19,02,06,25,12,09,04,21,13,22,16,11,18,3,791,23286,260548,1299921,519445.26,865.97,12.50,5.00,2.50
890,08/04/2013,03,07,01,11,23,06,17,19,24,04,02,18,08,05,16,1,320,12755,170521,1105971,1920251.01,1846.39,12.50,5.00,2.50
891,10/04/2013,05,24,17,23,08,16,19,15,07,25,14,12,06,01,21,6,528,18305,226702,1213232,264802.16,1322.68,12.50,5.00,2.50
892,12/04/2013,06,24,13,03,14,02,19,10,16,20,17,21,22,01,05,2,371,14972,210654,1145292,906556.30,1503.72,12.50,5.00,2.50
893,15/04/2013,08,23,22,06,03,02,05,24,16,09,11,04,01,15,20,0,317,15045,195002,1120532,0.00,1867.89,12.50,5.00,2.50
894,17/04/2013,21,02,18,15,22,06,09,13,12,19,24,25,14,05,01,4,680,24711,296746,1647289,1012853.58,1374.93,12.50,5.00,2.50
895,19/04/2013,25,13,18,17,21,02,05,16,08,12,06,11,03,19,04,1,338,14796,220017,1268428,1673734.65,1523.65,12.50,5.00,2.50
896,22/04/2013,08,13,15,01,02,07,12,20,18,04,17,19,03,06,23,0,466,18447,244774,1373544,0.00,1429.01,12.50,5.00,2.50
897,24/04/2013,23,21,09,16,01,11,08,13,10,02,17,14,07,05,18,1,709,25323,314853,1703480,3370586.64,1150.43,12.50,5.00,2.50
898,26/04/2013,14,01,24,20,10,11,04,18,12,08,09,21,06,13,25,0,413,16363,225211,1244150,0.00,1252.86,12.50,5.00,2.50
899,29/04/2013,21,09,20,25,04,10,23,07,15,16,01,14,17,18,12,8,1388,30635,301450,1415514,450823.74,609.60,12.50,5.00,2.50
900,03/05/2013,02,11,07,20,06,25,15,01,13,08,22,10,24,18,12,4,623,26290,317179,1660909,477005.53,1346.21,12.50,5.00,2.50
901,06/05/2013,22,01,07,06,24,10,16,23,04,13,18,12,14,25,02,1,773,26599,295122,1387162,1489699.46,847.10,12.50,5.00,2.50
902,08/05/2013,24,02,11,04,08,17,05,25,09,01,06,03,20,21,23,1,405,17134,229724,1202494,1679849.00,1276.24,12.50,5.00,2.50
903,10/05/2013,06,20,05,16,08,18,10,02,15,11,13,03,04,01,22,29,2346,39605,326542,1316206,40670.56,220.98,12.50,5.00,2.50
904,13/05/2013,10,17,16,18,20,22,13,24,07,19,06,09,01,12,05,3,415,16417,220320,1278228,590743.42,1313.98,12.50,5.00,2.50
905,15/05/2013,06,14,20,16,04,11,12,21,01,22,08,23,17,10,13,3,485,16607,217383,1173879,553880.28,1505.96,12.50,5.00,2.50
906,17/05/2013,05,03,07,10,08,12,22,06,24,01,17,21,18,02,09,1,386,14657,215661,1228374,1629342.76,1298.80,12.50,5.00,2.50
907,20/05/2013,14,04,08,23,05,03,21,13,02,07,20,16,15,22,10,2,442,16685,217658,1244971,843043.84,1676.78,12.50,5.00,2.50
908,22/05/2013,01,15,04,10,12,23,17,13,25,02,18,06,24,09,07,7,1017,27083,290423,1335423,164204.09,496.79,12.50,5.00,2.50
909,24/05/2013,01,08,06,18,03,12,20,13,21,11,07,10,02,22,05,4,881,27127,325358,1425730,260807.95,520.50,12.50,5.00,2.50
910,27/05/2013,05,11,17,08,06,24,25,20,16,18,03,19,04,13,09,5,330,13990,200079,1200310,340530.90,1587.56,12.50,5.00,2.50
911,29/05/2013,24,02,17,05,11,21,06,22,25,15,23,03,08,01,13,3,589,20961,268655,1264410,370128.44,828.66,12.50,5.00,2.50
912,31/05/2013,17,14,20,23,15,22,16,04,18,07,21,02,10,03,19,1,292,12155,163319,921138,1528795.01,1610.96,12.50,5.00,2.50
913,03/06/2013,25,22,20,10,19,24,13,05,18,12,06,17,04,15,03,3,590,21490,240493,1311737,501060.12,1119.89,12.50,5.00,2.50
914,05/06/2013,05,04,22,12,24,03,01,11,23,18,17,15,06,10,20,2,552,19480,238528,1209768,775870.83,1235.65,12.50,5.00,2.50
915,07/06/2013,11,20,24,02,10,04,13,05,23,25,08,22,18,01,06,9,1332,37060,362584,1581577,101137.76,300.37,12.50,5.00,2.50
916,10/06/2013,06,24,17,05,19,04,13,18,03,23,07,01,02,14,11,1,595,24818,250098,1382286,1466315.15,1083.25,12.50,5.00,2.50
917,12/06/2013,03,21,01,05,04,14,11,20,19,06,13,22,24,02,17,1,766,24559,264249,1293661,1546399.44,887.38,12.50,5.00,2.50
918,14/06/2013,01,23,08,09,04,22,21,03,02,13,06,16,17,14,15,4,575,18440,209885,1221424,449094.15,1373.24,12.50,5.00,2.50
919,17/06/2013,05,13,04,21,14,11,03,01,22,07,17,09,19,02,10,9,1206,33391,346016,1553998,118198.45,387.72,12.50,5.00,2.50
920,19/06/2013,19,02,05,04,01,03,23,10,06,16,20,15,13,12,22,7,547,17147,223119,1242588,203650.60,1145.55,12.50,5.00,2.50
921,21/06/2013,18,04,03,16,17,15,02,25,24,21,09,07,12,01,19,4,398,16049,213764,1205437,401892.27,1242.81,12.50,5.00,2.50
922,24/06/2013,23,02,17,21,08,12,04,09,05,20,06,22,16,24,15,1,427,15537,183545,984851,1488198.17,1531.97,12.50,5.00,2.50
923,26/06/2013,14,15,01,07,04,19,22,12,05,06,10,20,24,25,03,4,517,19016,219239,1086654,329495.59,1120.56,12.50,5.00,2.50
924,28/06/2013,16,08,17,02,20,07,06,12,18,01,10,19,14,24,09,1,672,14155,191662,1056793,1800682.99,1177.84,12.50,5.00,2.50
925,01/07/2013,12,03,16,23,07,25,22,01,04,06,24,14,13,09,15,6,481,16892,221428,1230987,250591.53,1374.01,12.50,5.00,2.50
926,03/07/2013,14,01,11,19,15,05,13,24,09,12,07,06,10,08,21,2,318,11117,210197,1104449,878225.88,1699.52,12.50,5.00,2.50
927,05/07/2013,23,22,02,05,09,06,03,14,13,21,16,17,11,20,25,4,645,19588,223824,1184092,383866.49,1046.40,12.50,5.00,2.50
928,08/07/2013,11,14,01,09,19,04,12,24,06,08,10,25,17,15,23,3,589,22476,251909,1273880,510071.24,1141.97,12.50,5.00,2.50
929,10/07/2013,23,02,18,25,14,01,21,11,09,08,20,07,04,05,10,2,605,20584,235562,1184553,696075.80,1011.46,12.50,5.00,2.50
930,12/07/2013,09,20,24,02,11,14,15,16,05,25,06,12,22,23,03,4,482,18859,235113,1203273,417112.07,1521.54,12.50,5.00,2.50
931,15/07/2013,20,19,16,05,08,03,25,14,12,10,22,11,02,06,24,19,1615,32934,303814,1274917,74116.89,383.28,12.50,5.00,2.50
932,17/07/2013,16,18,04,08,12,13,20,14,01,25,21,05,23,15,22,3,431,16472,217357,1260341,520306.74,1591.92,12.50,5.00,2.50
933,19/07/2013,14,17,19,15,07,05,11,24,23,02,16,04,10,06,03,4,519,18529,225802,1185113,389910.27,1320.91,12.50,5.00,2.50
934,22/07/2013,22,24,21,08,20,03,23,04,14,25,11,09,02,10,19,6,1126,17604,209344,1237028,269565.06,631.38,12.50,5.00,2.50
935,24/07/2013,07,22,19,18,03,04,01,02,10,14,23,05,06,12,09,7,629,22633,234740,1275273,167349.73,818.63,12.50,5.00,2.50
936,26/07/2013,07,04,01,08,18,25,02,15,03,13,06,17,20,19,23,5,3650,16529,214200,1213359,267737.75,161.21,12.50,5.00,2.50
937,29/07/2013,23,02,20,14,25,19,06,09,01,11,13,24,10,16,12,2,656,19164,219599,1203128,817920.91,1096.11,12.50,5.00,2.50
938,31/07/2013,19,06,07,17,20,15,11,25,13,16,18,03,04,10,02,2,345,12679,194650,1132978,837484.55,1493.84,12.50,5.00,2.50
939,02/08/2013,11,21,25,01,07,05,20,09,10,18,16,06,04,19,15,5,517,20035,218275,1224319,337573.04,1435.04,12.50,5.00,2.50
940,05/08/2013,25,14,18,24,04,17,03,02,09,20,19,16,13,07,06,8,451,16919,239217,1286223,208026.73,1622.00,12.50,5.00,2.50
941,07/08/2013,11,25,16,03,15,18,04,05,02,09,10,07,01,08,23,2,612,19474,262227,1500058,672945.71,966.66,12.50,5.00,2.50
942,09/08/2013,13,18,05,01,21,06,04,24,11,22,12,03,07,19,20,7,708,21665,250433,1272846,231612.43,1006.57,12.50,5.00,2.50
943,12/08/2013,05,18,14,13,12,10,23,03,06,09,15,21,17,04,22,5,606,18987,218844,1235693,344624.40,1249.86,12.50,5.00,2.50
944,14/08/2013,16,09,21,08,10,12,11,24,19,01,14,13,25,17,18,3,352,13000,182856,1124962,583268.77,1529.55,12.50,5.00,2.50
945,16/08/2013,13,04,21,02,09,20,03,19,24,06,18,23,11,25,05,2,559,20641,273823,1431531,612444.66,963.17,12.50,5.00,2.50
946,19/08/2013,01,22,10,24,14,20,21,16,07,19,25,18,09,08,17,3,329,17278,190012,1087707,660967.05,1854.48,12.50,5.00,2.50
947,21/08/2013,03,09,07,16,22,18,10,01,11,12,05,24,15,02,20,8,1345,30342,262698,1254138,170295.80,445.23,12.50,5.00,2.50
948,23/08/2013,18,02,05,16,21,06,11,09,13,01,19,24,22,08,17,0,538,17838,210919,1198126,0.00,1344.56,12.50,5.00,2.50
949,26/08/2013,10,17,11,23,08,15,12,06,13,09,14,07,01,21,16,3,664,18552,266592,1542831,1360692.32,1612.86,12.50,5.00,2.50
950,28/08/2013,25,12,20,05,21,17,09,08,04,14,13,02,18,07,19,5,780,21614,241710,1244871,265527.67,748.17,12.50,5.00,2.50
951,30/08/2013,21,07,25,19,10,17,14,09,15,03,22,08,13,20,23,1,531,19677,259631,1345575,1307191.51,1082.08,12.50,5.00,2.50
952,07/09/2013,12,03,18,17,06,04,08,11,14,23,19,21,25,22,01,66,7312,217355,2405881,12609108,1107491.15,950.30,12.50,5.00,2.50
953,09/09/2013,01,09,13,12,21,16,10,07,24,15,14,18,05,02,06,3,529,20127,219556,1173802,441240.97,1099.91,12.50,5.00,2.50
954,11/09/2013,11,14,25,23,06,20,13,08,24,03,16,18,12,10,05,4,1216,41600,399445,1612147,348758.66,504.27,12.50,5.00,2.50
955,13/09/2013,04,05,16,07,24,11,01,12,21,14,02,09,13,18,10,8,789,40298,311297,1651649,212195.77,945.73,12.50,5.00,2.50
956,16/09/2013,05,06,16,13,02,12,17,22,08,04,21,11,18,03,19,7,2656,21500,273772,1429577,258859.09,299.88,12.50,5.00,2.50
957,18/09/2013,24,15,22,05,08,06,01,23,16,25,13,21,04,07,03,4,529,18110,247759,1386724,464123.27,1542.61,12.50,5.00,2.50
958,20/09/2013,19,14,24,04,06,20,05,01,09,17,21,16,12,13,22,6,980,22313,253805,1297377,317066.08,853.28,12.50,5.00,2.50
959,23/09/2013,09,19,25,05,12,24,16,20,11,02,22,21,14,23,06,5,607,22665,244599,1331433,359474.45,1301.57,12.50,5.00,2.50
960,25/09/2013,16,14,01,06,07,02,24,17,10,04,20,21,12,18,03,5,502,20532,241227,1300020,349978.92,1532.23,12.50,5.00,2.50
961,27/09/2013,01,04,18,20,07,12,22,02,11,15,25,21,05,09,03,4,604,20840,249984,1392852,425868.23,1239.70,12.50,5.00,2.50
962,30/09/2013,15,01,06,25,14,13,23,21,22,04,17,20,08,09,11,4,781,21183,246810,1332274,441188.11,993.23,12.50,5.00,2.50
963,02/10/2013,11,23,15,14,07,03,19,18,09,16,17,06,04,10,24,2,516,20536,221115,1281293,946534.38,1612.63,12.50,5.00,2.50
964,04/10/2013,02,23,04,09,15,01,20,03,10,19,11,07,18,17,21,1,635,25422,300656,1559672,1525545.03,1056.01,12.50,5.00,2.50
965,07/10/2013,13,18,14,24,19,15,10,22,21,08,16,03,04,11,09,2,622,20589,241750,1310749,869573.18,1229.03,12.50,5.00,2.50
966,09/10/2013,04,11,06,21,07,05,12,03,10,17,02,08,25,19,22,5,416,18161,250337,1355925,346419.90,1281.14,12.50,5.00,2.50
967,11/10/2013,17,04,25,16,22,11,23,21,02,10,20,08,06,09,03,1,334,15293,212557,1271457,2048091.22,1886.77,12.50,5.00,2.50
968,14/10/2013,11,07,09,20,19,05,03,04,02,18,14,16,21,13,25,3,563,19553,237192,1209535,444090.24,1040.16,12.50,5.00,2.50
969,16/10/2013,16,17,20,18,05,01,04,12,24,03,10,22,19,11,09,1,349,14365,213655,1241095,1852893.52,1633.59,12.50,5.00,2.50
970,18/10/2013,15,18,06,09,01,17,08,12,19,20,03,21,10,23,24,4,607,24331,249846,1361628,436203.49,1263.51,12.50,5.00,2.50
971,21/10/2013,22,24,04,09,07,10,05,20,11,06,18,21,03,23,25,2,366,14198,200042,1193814,846432.42,1423.17,12.50,5.00,2.50
972,23/10/2013,22,01,13,15,08,23,25,20,21,11,03,06,16,14,24,4,464,19035,283722,1277430,383556.17,1453.41,12.50,5.00,2.50
973,25/10/2013,22,14,06,03,01,24,05,11,08,25,02,20,15,21,18,3,576,19978,265115,1335479,506745.39,1160.13,12.50,5.00,2.50
974,28/10/2013,01,21,12,22,06,04,14,10,09,07,19,08,17,15,24,5,695,22636,246358,1242387,320341.33,1013.01,12.50,5.00,2.50
975,30/10/2013,11,12,06,10,16,19,02,20,04,01,17,24,14,13,07,2,401,16544,229031,1232404,833166.32,1278.60,12.50,5.00,2.50
976,01/11/2013,19,13,25,14,06,02,10,01,23,21,24,07,03,11,04,7,2748,28191,286509,1487285,208483.97,233.43,12.50,5.00,2.50
977,04/11/2013,22,01,02,14,11,17,10,07,23,18,13,20,24,08,06,2,595,17352,208028,1115240,706660.34,1044.10,12.50,5.00,2.50
978,06/11/2013,13,18,04,11,15,03,16,07,14,05,09,25,12,08,06,2,497,18888,270691,1285575,850463.44,1504.34,12.50,5.00,2.50
979,08/11/2013,06,16,09,19,25,23,22,02,21,24,05,10,07,08,14,7,1621,12426,194099,1160041,301389.04,572.08,12.50,5.00,2.50
980,11/11/2013,12,22,09,24,20,11,07,10,21,02,06,08,17,13,01,2,470,15691,232629,1299322,852475.70,1594.53,12.50,5.00,2.50
981,13/11/2013,22,24,16,06,09,02,04,18,19,01,25,08,03,12,21,1,1093,19962,247300,1311735,1643460.78,660.93,12.50,5.00,2.50
982,16/11/2013,14,05,23,03,04,21,09,07,01,13,17,18,06,24,20,5,777,21758,231267,1182844,235343.01,665.68,12.50,5.00,2.50
983,18/11/2013,14,08,15,02,10,07,04,18,19,25,05,21,16,11,06,3,465,17205,201368,1073246,467196.08,1324.90,12.50,5.00,2.50
984,20/11/2013,25,15,13,04,02,09,24,12,23,10,22,08,11,20,21,3,375,15691,197747,1140552,455001.24,1600.00,12.50,5.00,2.50
985,22/11/2013,03,21,09,13,24,06,04,17,12,07,22,14,18,23,25,9,840,25278,304564,1414280,150181.05,707.28,12.50,5.00,2.50
986,25/11/2013,02,14,07,13,01,11,22,21,23,20,15,05,16,24,18,1,427,17867,232109,1333445,1653206.74,1701.83,12.50,5.00,2.50
987,27/11/2013,22,15,02,20,04,12,09,19,07,13,06,05,18,11,23,8,716,21787,249776,1288046,190392.10,935.07,12.50,5.00,2.50
988,29/11/2013,15,03,20,09,13,07,17,11,01,24,25,05,12,16,19,7,1072,35064,328638,1390679,187033.84,536.83,12.50,5.00,2.50
989,02/12/2013,13,15,04,22,10,09,08,19,14,03,24,17,18,06,23,10,1095,30921,329251,1459402,135213.85,542.78,12.50,5.00,2.50
990,04/12/2013,07,08,13,19,20,06,24,22,10,11,12,16,15,05,01,3,530,20786,251909,1331774,574548.43,1429.52,12.50,5.00,2.50
991,06/12/2013,14,07,09,02,06,22,21,24,17,01,15,12,25,05,18,2,720,25051,262388,1339471,849021.42,1036.65,12.50,5.00,2.50
992,09/12/2013,05,17,08,24,20,15,11,13,09,03,19,01,07,04,10,3,995,32986,343293,1586164,346622.40,459.38,12.50,5.00,2.50
993,11/12/2013,07,05,12,17,20,04,02,25,24,09,14,21,10,23,22,13,1174,32773,282394,1382535,107871.93,525.05,12.50,5.00,2.50
994,13/12/2013,25,23,12,18,08,15,05,11,16,09,03,22,13,07,14,4,665,29090,284340,1483517,370711.64,980.15,12.50,5.00,2.50
995,16/12/2013,14,02,23,09,20,12,13,08,07,03,22,17,04,24,01,8,1390,47471,315664,1506672,144485.25,365.52,12.50,5.00,2.50
996,18/12/2013,20,18,21,09,24,02,17,04,16,06,03,13,25,07,23,6,542,21222,254504,1323203,263717.90,1283.24,12.50,5.00,2.50
997,20/12/2013,02,24,22,04,18,07,15,10,19,05,12,23,16,17,09,1,888,26803,270089,1356413,1458533.01,721.97,12.50,5.00,2.50
998,23/12/2013,19,01,05,03,22,02,14,12,09,20,11,17,21,23,04,4,503,19696,252244,1404744,375122.75,1311.24,12.50,5.00,2.50
999,27/12/2013,06,02,14,16,24,15,18,10,01,13,21,08,12,05,07,13,3312,23248,278379,1533006,137174.65,236.67,12.50,5.00,2.50
1000,30/12/2013,13,16,11,14,04,18,22,03,08,17,20,12,15,19,02,5,504,17116,177777,1174300,360234.73,1570.88,12.50,5.00,2.50
1001,03/01/2014,23,08,06,17,14,25,21,13,12,10,19,11,05,20,07,2,552,23908,279583,1512176,872757.74,1389.96,12.50,5.00,2.50
1002,06/01/2014,22,18,17,08,12,04,24,21,15,20,14,03,13,16,10,3,463,21800,281706,1399181,539409.18,1536.30,12.50,5.00,2.50
1003,09/01/2014,01,12,25,03,21,16,10,20,14,17,19,08,02,23,06,20,1491,30893,264106,1286624,83616.45,493.01,12.50,5.00,2.50
1004,10/01/2014,12,21,10,03,06,22,15,18,25,19,14,20,02,01,24,2,634,16516,225118,1266871,915764.38,1269.82,12.50,5.00,2.50
1005,13/01/2014,21,09,18,20,10,01,14,22,12,19,24,15,16,05,07,6,1029,27316,277192,1409828,276720.60,709.24,12.50,5.00,2.50
1006,15/01/2014,04,07,06,05,15,22,13,03,16,23,01,24,20,14,09,0,1040,20930,249120,1313774,0.00,737.87,12.50,5.00,2.50
1007,17/01/2014,24,06,02,20,11,25,09,03,12,07,22,01,23,10,18,3,780,30264,372775,2076704,1471047.16,1503.14,12.50,5.00,2.50
1008,20/01/2014,19,12,13,07,06,18,03,16,10,08,22,17,09,01,21,3,464,17351,229223,1308420,599333.56,1703.29,12.50,5.00,2.50
1009,22/01/2014,09,06,04,12,18,11,24,02,10,20,17,14,22,19,15,5,783,26432,287528,1428594,296150.96,831.26,12.50,5.00,2.50
1010,24/01/2014,11,04,21,08,14,10,01,02,15,19,13,23,06,16,22,1,781,23337,258572,1335140,1814272.50,1021.10,12.50,5.00,2.50
1011,27/01/2014,04,19,09,25,18,10,17,07,23,03,24,15,01,13,05,11,1392,43614,417821,1647955,82614.29,286.96,12.50,5.00,2.50
1012,29/01/2014,16,17,01,25,07,15,12,24,18,09,11,21,14,02,22,2,497,21639,230443,1301971,865822.37,1531.51,12.50,5.00,2.50
1013,31/01/2014,07,18,01,04,20,17,03,19,11,21,13,23,10,02,05,2,635,25378,316292,1619570,672939.33,931.64,12.50,5.00,2.50
1014,03/02/2014,13,24,14,10,25,09,02,08,01,18,12,23,17,22,20,7,1002,29104,308448,1543385,204938.93,629.32,12.50,5.00,2.50
1015,05/02/2014,03,23,18,13,17,21,01,07,02,05,15,08,20,16,06,5,705,22656,321143,1444547,296247.69,923.53,12.50,5.00,2.50
1016,07/02/2014,15,03,19,20,25,02,21,23,01,12,06,14,05,11,16,3,450,18347,254800,1404566,611929.55,1255.24,12.50,5.00,2.50
1017,10/02/2014,21,04,16,10,09,03,02,19,08,11,12,17,23,01,15,4,538,18518,235827,1320821,417122.63,1363.20,12.50,5.00,2.50
1018,12/02/2014,11,17,02,19,18,07,05,10,08,16,14,22,12,24,04,10,1333,32443,307032,1422788,140876.07,464.54,12.50,5.00,2.50
1019,14/02/2014,22,03,18,08,12,20,07,05,21,02,04,17,23,01,10,4,495,21377,276435,1469227,394426.32,1401.00,12.50,5.00,2.50
1020,17/02/2014,07,12,20,21,18,09,05,02,15,24,03,19,11,16,13,5,964,28119,294854,1434495,300401.49,684.87,12.50,5.00,2.50
1021,19/02/2014,01,21,20,13,09,06,14,22,15,18,05,16,10,19,23,2,429,14862,202882,1235781,916666.52,1314.93,12.50,5.00,2.50
1022,21/02/2014,25,09,10,21,03,22,18,05,16,07,08,04,24,01,14,1,377,16077,230634,1280395,1861269.70,1519.10,12.50,5.00,2.50
1023,24/02/2014,21,18,09,11,16,14,08,23,06,22,03,07,13,02,01,5,795,31343,252290,1342968,320281.55,885.42,12.50,5.00,2.50
1024,26/02/2014,07,02,23,04,14,13,20,17,10,09,12,22,11,21,01,1,844,28269,304887,1469479,1341782.52,698.80,12.50,5.00,2.50
1025,28/02/2014,16,11,09,22,01,13,19,14,25,07,18,17,02,15,23,4,603,22967,290357,1511182,378225.98,1102.84,12.50,5.00,2.50
1026,05/03/2014,01,06,07,12,19,11,20,16,24,18,14,23,05,15,21,3,359,14279,199800,1100769,545681.26,1403.08,12.50,5.00,2.50
1027,07/03/2014,10,14,19,01,16,09,25,15,06,05,12,03,08,21,23,18,2355,38656,314914,1420132,78561.19,263.94,12.50,5.00,2.50
1028,10/03/2014,04,25,05,11,24,17,20,07,10,19,06,09,08,23,16,1,359,12107,165118,1051937,2116472.26,1813.99,12.50,5.00,2.50
1029,12/03/2014,02,06,22,13,24,19,14,25,01,18,11,23,17,03,08,4,770,24707,292093,1466052,360165.03,822.41,12.50,5.00,2.50
1030,14/03/2014,19,08,15,16,02,23,11,04,20,03,01,17,09,18,10,3,497,25063,210613,1307180,676809.17,1257.04,12.50,5.00,2.50
1031,17/03/2014,12,04,09,24,11,14,17,02,22,05,19,15,01,06,20,5,978,31287,287029,1328912,324368.94,728.93,12.50,5.00,2.50
1032,19/03/2014,23,04,02,06,03,10,20,11,08,17,16,13,18,14,01,1,651,22781,284856,1457907,1362548.79,920.00,12.50,5.00,2.50
1033,21/03/2014,13,04,18,17,07,14,12,23,16,06,21,24,22,08,03,17,1715,34728,331040,1400205,87481.06,381.16,12.50,5.00,2.50
1034,24/03/2014,08,02,23,03,13,17,12,06,21,10,20,18,14,19,04,13,1342,32252,343553,1567286,91359.69,389.01,12.50,5.00,2.50
1035,26/03/2014,15,13,21,19,25,20,07,06,12,14,09,18,23,04,22,2,426,17119,229142,1313118,892605.72,1289.43,12.50,5.00,2.50
1036,28/03/2014,14,12,07,22,18,21,04,09,11,05,19,24,10,17,20,5,1038,28915,304527,1416116,302397.83,640.27,12.50,5.00,2.50
1037,31/03/2014,11,20,09,25,17,18,01,12,24,05,15,21,06,10,23,5,664,22465,255746,1402241,342185.59,1132.61,12.50,5.00,2.50
1038,02/04/2014,08,10,24,19,06,07,20,18,16,09,17,02,13,21,25,4,581,18105,169263,1120352,539435.08,1632.45,12.50,5.00,2.50
1039,04/04/2014,21,01,15,18,09,02,19,14,22,20,03,12,24,08,13,8,948,24745,285265,1441405,202302.78,750.41,12.50,5.00,2.50
1040,07/04/2014,10,12,04,23,25,09,02,01,06,16,20,22,13,21,08,3,596,19358,241718,1324805,584433.78,1293.09,12.50,5.00,2.50
1041,09/04/2014,25,20,12,21,19,15,24,05,10,23,03,07,13,01,17,23,2584,53020,387511,1527477,41088.66,160.75,12.50,5.00,2.50
1042,11/04/2014,07,01,15,10,21,14,16,24,06,11,22,09,03,08,19,2,403,15449,212827,1273755,1012165.05,1545.58,12.50,5.00,2.50
1043,14/04/2014,06,25,07,17,14,12,18,11,01,02,09,19,08,24,10,1,721,18286,219452,1311274,1742177.90,1062.12,12.50,5.00,2.50
1044,16/04/2014,17,10,20,24,11,06,12,23,05,02,08,15,04,07,25,5,604,20620,238845,1238195,325172.09,1183.21,12.50,5.00,2.50
1045,19/04/2014,24,23,20,06,09,17,03,25,16,02,11,05,22,21,15,4,316,11848,144759,827375,316751.59,1762.42,12.50,5.00,2.50
1046,23/04/2014,13,14,21,03,07,12,18,04,11,25,20,05,22,08,23,2,468,20115,249230,1360628,743572.13,1396.77,12.50,5.00,2.50
1047,25/04/2014,15,21,20,11,17,24,08,22,12,07,09,10,16,04,25,5,403,14546,196837,1186685,385566.70,1471.91,12.50,5.00,2.50
1048,28/04/2014,15,16,01,20,09,17,10,02,21,25,18,07,03,06,05,3,635,14726,224736,1270009,562261.51,1167.62,12.50,5.00,2.50
1049,30/04/2014,18,17,20,09,12,22,25,21,04,23,14,02,05,19,16,2,350,15789,214885,1203819,844574.18,1484.96,12.50,5.00,2.50
1050,02/05/2014,24,01,07,15,21,22,25,17,19,04,06,13,10,12,16,3,620,17903,195974,1028317,462651.25,984.01,12.50,5.00,2.50
1051,05/05/2014,03,08,04,07,14,13,16,23,20,10,25,02,18,21,11,47,2182,37540,324142,1427812,26807.51,253.81,12.50,5.00,2.50
1052,07/05/2014,18,08,03,01,05,11,24,21,10,23,06,16,20,17,04,1,489,21480,297512,1309097,1558188.66,1400.65,12.50,5.00,2.50
1053,09/05/2014,14,12,24,17,22,13,02,06,04,01,03,15,18,11,23,2,439,17084,250527,1348455,885469.81,1773.20,12.50,5.00,2.50
1054,12/05/2014,20,15,09,05,03,24,17,12,06,16,04,02,25,18,13,0,426,15144,200998,1138535,0.00,1366.15,15.00,6.00,3.00
1055,14/05/2014,12,07,01,24,10,02,08,09,25,22,14,18,13,03,23,7,1816,39337,391609,1865541,543366.74,462.82,15.00,6.00,3.00
1056,16/05/2014,22,15,18,04,06,21,10,23,09,14,02,08,05,11,19,1,575,18368,223819,1187407,1975299.62,1510.02,15.00,6.00,3.00
1057,19/05/2014,19,25,13,07,20,11,09,06,23,04,21,16,14,01,08,2,601,19341,222547,1190831,915327.26,1338.90,15.00,6.00,3.00
1058,21/05/2014,22,09,24,17,06,12,25,18,13,04,21,20,07,05,16,0,435,17006,220051,1128874,0.00,1777.35,15.00,6.00,3.00
1059,23/05/2014,21,24,08,19,03,20,07,15,16,11,02,01,22,05,14,6,817,24070,275381,1447031,700543.51,1315.10,15.00,6.00,3.00
1060,26/05/2014,17,07,20,13,04,14,16,08,02,15,01,05,22,23,21,8,521,16731,191860,1092739,249774.14,1685.84,15.00,6.00,3.00
1061,28/05/2014,24,12,15,02,14,23,16,21,05,22,03,07,19,09,08,0,725,21260,240108,1151101,0.00,934.87,15.00,6.00,3.00
1062,30/05/2014,08,07,13,04,09,16,23,17,03,19,15,11,05,25,20,6,1044,36488,381558,1700077,566496.33,781.87,15.00,6.00,3.00
1063,02/06/2014,14,24,06,10,16,25,15,07,13,02,22,05,21,12,20,2,499,17705,223742,1209942,960674.90,1692.48,15.00,6.00,3.00
1064,04/06/2014,15,25,09,07,11,10,14,02,24,08,16,18,19,21,03,3,424,16408,200299,1140989,642774.01,1399.36,15.00,6.00,3.00
